run_id,seed,document_id,template_id,generation_index,line_index,source_key,line_role,amount_semantics,intentional_repeat,resolved_item_count,name,normalized_name,quantity,amount,amount_field,row_type,excluded_from_product_duplicate_audit,amount_missing_is_error,zero_amount_is_error,duplicate_name_count,duplicate_amount_count,duplicate_triple_count,same_receipt_normalized_name_count,historical_triple_count,triple_signature
v0.4.2,,v0.4.2_011_reference_style_airport_credit_pair_receipt,reference_style_airport_credit_pair_receipt,11,2,items,item,line_total,true,2,変更あさり汁,変更あさり汁,1,140,amount,,false,false,false,1,8,1,1,1,変更あさり汁|1|140
v0.4.2,,v0.4.2_012_reference_style_cafe_campaign_code_receipt,reference_style_cafe_campaign_code_receipt,12,1,items,item,line_total,true,,M サンドセット,Mサンドセット,1,760,line_amount,,false,false,false,1,1,1,1,1,Mサンドセット|1|760
v0.4.2,,v0.4.2_012_reference_style_cafe_campaign_code_receipt,reference_style_cafe_campaign_code_receipt,12,2,items,set_component,included_in_set,true,,M アイスラテ,Mアイスラテ,1,0,line_amount,,true,false,false,0,0,0,0,0,Mアイスラテ|1|0
v0.4.2,,v0.4.2_012_reference_style_cafe_campaign_code_receipt,reference_style_cafe_campaign_code_receipt,12,3,items,set_component,included_in_set,true,,あずきのタルト,あずきのタルト,1,0,line_amount,,true,false,false,0,0,0,0,0,あずきのタルト|1|0
v0.4.2,,v0.4.2_013_reference_style_cafe_reward_receipt,reference_style_cafe_reward_receipt,13,1,items,item,line_total,true,,本日のドリップ　ショート,本日のドリップショート,1,900,line_amount,,false,false,false,1,6,1,1,1,本日のドリップショート|1|900
v0.4.2,,v0.4.2_014_reference_style_cinema_ticket_receipt,reference_style_cinema_ticket_receipt,14,1,tickets,service,line_total,true,2,学生特別料金,学生特別料金,2,2600,amount,,false,false,false,1,1,1,1,1,学生特別料金|2|2600
v0.4.2,,v0.4.2_015_reference_style_coin_laundry_machine_receipt,reference_style_coin_laundry_machine_receipt,15,1,service_items,item,line_total,true,1,洗濯 7kg,洗濯7kg,1,300,amount,,false,false,false,1,5,1,1,1,洗濯7kg|1|300
v0.4.2,,v0.4.2_016_reference_style_convenience_credit_coupon_receipt,reference_style_convenience_credit_coupon_receipt,16,1,items,item,line_total,true,,バイオスレンジ フクロ25ヒガシ,バイオスレンジフクロ25ヒガシ,1,3,line_amount,,false,false,false,1,1,1,1,1,バイオスレンジフクロ25ヒガシ|1|3
v0.4.2,,v0.4.2_016_reference_style_convenience_credit_coupon_receipt,reference_style_convenience_credit_coupon_receipt,16,2,items,item,line_total,true,,BIGデミグラスハンバーグ弁当,BIGデミグラスハンバーグ弁当,1,498,line_amount,,false,false,false,1,1,1,1,1,BIGデミグラスハンバーグ弁当|1|498
v0.4.2,,v0.4.2_017_reference_style_conveyor_sushi_coupon_receipt,reference_style_conveyor_sushi_coupon_receipt,17,1,plate_rows,item,line_total,true,55,100円皿,100円皿,52,5200,amount,,false,false,false,1,1,1,1,1,100円皿|52|5200
v0.4.2,,v0.4.2_017_reference_style_conveyor_sushi_coupon_receipt,reference_style_conveyor_sushi_coupon_receipt,17,2,plate_rows,item,line_total,true,55,220円茶碗蒸し,220円茶碗蒸し,1,220,amount,,false,false,false,1,6,1,1,1,220円茶碗蒸し|1|220
v0.4.2,,v0.4.2_017_reference_style_conveyor_sushi_coupon_receipt,reference_style_conveyor_sushi_coupon_receipt,17,3,plate_rows,item,line_total,true,55,280円うどん,280円うどん,1,280,amount,,false,false,false,1,4,1,1,1,280円うどん|1|280
v0.4.2,,v0.4.2_017_reference_style_conveyor_sushi_coupon_receipt,reference_style_conveyor_sushi_coupon_receipt,17,4,plate_rows,item,line_total,true,55,480円盛合せ,480円盛合せ,1,480,amount,,false,false,false,1,6,1,1,1,480円盛合せ|1|480
v0.4.2,,v0.4.2_018_reference_style_daily_bakery_paypay_receipt,reference_style_daily_bakery_paypay_receipt,18,1,items,item,line_total,true,3,食パン ハーフ,食パンハーフ,1,260,amount,,false,false,false,2,7,1,1,1,食パンハーフ|1|260
v0.4.2,,v0.4.2_018_reference_style_daily_bakery_paypay_receipt,reference_style_daily_bakery_paypay_receipt,18,2,items,item,line_total,true,3,塩バター食パン,塩バター食パン,1,380,amount,,false,false,false,1,4,1,1,1,塩バター食パン|1|380
v0.4.2,,v0.4.2_018_reference_style_daily_bakery_paypay_receipt,reference_style_daily_bakery_paypay_receipt,18,3,items,item,line_total,true,3,新) 福箱食パン入り,新)福箱食パン入り,1,650,amount,,false,false,false,1,4,1,1,1,新)福箱食パン入り|1|650
v0.4.2,,v0.4.2_019_reference_style_dark_phone_coupon_receipt,reference_style_dark_phone_coupon_receipt,19,1,items,item,line_total,true,,FF ふわチキン旨しお,FFふわチキン旨しお,1,248,line_amount,,false,false,false,1,2,1,1,1,FFふわチキン旨しお|1|248
v0.4.2,,v0.4.2_019_reference_style_dark_phone_coupon_receipt,reference_style_dark_phone_coupon_receipt,19,2,items,item,line_total,true,,からあげカップ レモン味,からあげカップレモン味,1,248,line_amount,,false,false,false,1,2,1,1,1,からあげカップレモン味|1|248
v0.4.2,,v0.4.2_019_reference_style_dark_phone_coupon_receipt,reference_style_dark_phone_coupon_receipt,19,3,items,item,line_total,true,,ホワイトウォーター500ML,ホワイトウォーター500ML,1,149,line_amount,,false,false,false,1,1,1,1,1,ホワイトウォーター500ML|1|149
v0.4.2,,v0.4.2_019_reference_style_dark_phone_coupon_receipt,reference_style_dark_phone_coupon_receipt,19,4,items,item,line_total,true,,カントリー 焼きカカオ185g,カントリー焼きカカオ185g,1,132,line_amount,,false,false,false,1,1,1,1,1,カントリー焼きカカオ185g|1|132
v0.4.2,,v0.4.2_020_reference_style_drugstore_id_receipt,reference_style_drugstore_id_receipt,20,1,items,item,line_total,true,,108MKHケアミンC30,108MKHケアミンC30,1,90,line_amount,,false,false,false,1,5,1,1,1,108MKHケアミンC30|1|90
v0.4.2,,v0.4.2_021_reference_style_dry_cleaning_adjustment_receipt,reference_style_dry_cleaning_adjustment_receipt,21,1,service_items,discount,line_total,true,3,コート,コート,1,1620,price,,true,false,false,0,0,0,0,0,コート|1|1620
v0.4.2,,v0.4.2_021_reference_style_dry_cleaning_adjustment_receipt,reference_style_dry_cleaning_adjustment_receipt,21,2,service_items,discount,line_total,true,3,ネクタイ,ネクタイ,1,330,price,,true,false,false,0,0,0,0,0,ネクタイ|1|330
v0.4.2,,v0.4.2_021_reference_style_dry_cleaning_adjustment_receipt,reference_style_dry_cleaning_adjustment_receipt,21,3,service_items,discount,line_total,true,3,ブラウス,ブラウス,1,440,price,,true,false,false,0,0,0,0,0,ブラウス|1|440
v0.4.2,,v0.4.2_022_reference_style_electronics_barcode_point_receipt,reference_style_electronics_barcode_point_receipt,22,1,items,item,line_total,true,2,ノートPCスタンド,ノートPCスタンド,1,2860,amount,,false,false,false,1,1,1,1,1,ノートPCスタンド|1|2860
v0.4.2,,v0.4.2_022_reference_style_electronics_barcode_point_receipt,reference_style_electronics_barcode_point_receipt,22,2,items,item,line_total,true,2,スマートフォン保護ガラス,スマートフォン保護ガラス,2,2760,amount,,false,false,false,1,1,1,1,1,スマートフォン保護ガラス|2|2760
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,1,items,item,line_total,true,16,若鶏の香味グリル,若鶏の香味グリル,1,850,amount,,false,false,false,1,5,1,1,1,若鶏の香味グリル|1|850
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,2,items,item,line_total,true,16,白ぶどうグラス,白ぶどうグラス,1,380,amount,,false,false,false,1,4,1,1,1,白ぶどうグラス|1|380
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,3,items,item,line_total,true,16,フォカッチャ,フォカッチャ,1,180,amount,,false,false,false,1,6,1,1,1,フォカッチャ|1|180
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,4,items,item,line_total,true,16,ガーリックトースト,ガーリックトースト,2,480,amount,,false,false,false,1,6,1,1,1,ガーリックトースト|2|480
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,5,items,item,line_total,true,16,コーヒーゼリー＆ミルクジェラート,コーヒーゼリー&ミルクジェラート,1,330,amount,,false,false,false,1,3,1,1,1,コーヒーゼリー&ミルクジェラート|1|330
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,6,items,item,line_total,true,16,季節野菜のソテー,季節野菜のソテー,1,450,amount,,false,false,false,1,1,1,1,1,季節野菜のソテー|1|450
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,7,items,item,line_total,true,16,柔らか青豆の温サラダ,柔らか青豆の温サラダ,1,390,amount,,false,false,false,1,2,1,1,1,柔らか青豆の温サラダ|1|390
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,8,items,item,line_total,true,16,チーズ盛り小皿,チーズ盛り小皿,1,600,amount,,false,false,false,1,3,1,1,1,チーズ盛り小皿|1|600
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,9,items,item,line_total,true,16,赤ぶどうグラス,赤ぶどうグラス,1,540,amount,,false,false,false,1,7,1,1,1,赤ぶどうグラス|1|540
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,10,items,item,line_total,true,16,ティラミス風ケーキ,ティラミス風ケーキ,1,320,amount,,false,false,false,1,3,1,1,1,ティラミス風ケーキ|1|320
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,11,items,item,line_total,true,16,温野菜プレート,温野菜プレート,1,510,amount,,false,false,false,1,6,1,1,1,温野菜プレート|1|510
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,12,items,item,line_total,true,16,白身魚のオーブン焼き,白身魚のオーブン焼き,1,900,amount,,false,false,false,1,6,1,1,1,白身魚のオーブン焼き|1|900
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,13,items,item,line_total,true,16,セットドリンクバー,セットドリンクバー,3,540,amount,,false,false,false,1,7,1,1,1,セットドリンクバー|3|540
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,14,items,item,line_total,true,16,シェフの小皿,シェフの小皿,1,410,amount,,false,false,false,1,3,1,1,1,シェフの小皿|1|410
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,15,items,item,line_total,true,16,海老と香草のサラダ,海老と香草のサラダ,1,370,amount,,false,false,false,1,4,1,1,1,海老と香草のサラダ|1|370
v0.4.2,,v0.4.2_023_reference_style_family_restaurant_long_item_receipt,reference_style_family_restaurant_long_item_receipt,23,16,items,item,line_total,true,16,ミートソーススパゲティ,ミートソーススパゲティ,2,1180,amount,,false,false,false,1,1,1,1,1,ミートソーススパゲティ|2|1180
v0.4.2,,v0.4.2_024_reference_style_fast_food_pickup_number_receipt,reference_style_fast_food_pickup_number_receipt,24,1,items,set_parent,line_total,true,,こどもバーガーセット,こどもバーガーセット,1,540,amount,bundle_parent,false,false,false,1,7,1,1,1,こどもバーガーセット|1|540
v0.4.2,,v0.4.2_024_reference_style_fast_food_pickup_number_receipt,reference_style_fast_food_pickup_number_receipt,24,2,items,set_component,included_in_set,true,,チーズミニバーガー,チーズミニバーガー,1,0,amount,bundle_child,true,false,false,0,0,0,0,0,チーズミニバーガー|1|0
v0.4.2,,v0.4.2_024_reference_style_fast_food_pickup_number_receipt,reference_style_fast_food_pickup_number_receipt,24,3,items,set_component,included_in_set,true,,ポテトS,ポテトS,1,0,amount,bundle_child,true,false,false,0,0,0,0,0,ポテトS|1|0
v0.4.2,,v0.4.2_024_reference_style_fast_food_pickup_number_receipt,reference_style_fast_food_pickup_number_receipt,24,4,items,set_component,included_in_set,true,,アップルジュースS,アップルジュースS,1,0,amount,bundle_child,true,false,false,0,0,0,0,0,アップルジュースS|1|0
v0.4.2,,v0.4.2_024_reference_style_fast_food_pickup_number_receipt,reference_style_fast_food_pickup_number_receipt,24,5,items,set_component,included_in_set,true,,えほんクーポン,えほんクーポン,1,0,amount,bundle_child,true,false,false,0,0,0,0,0,えほんクーポン|1|0
v0.4.2,,v0.4.2_025_reference_style_gas_station_fuel_tax_receipt,reference_style_gas_station_fuel_tax_receipt,25,1,fuel_line,service,line_total,true,1,ハイオクガソリン,ハイオクガソリン,1,4646,amount,,false,false,false,1,1,1,1,1,ハイオクガソリン|1|4646
